UNITID,EFLEVEL,EFTOTAL,EFMEN,EFWOM,EFFT,EFFTMEN,EFFTWOM,EFPT,EFPTMEN,EFPTWOM
230959,10,2857,1316,1541,2783,1301,1482,74,15,59
230995,10,3274,2207,1067,2585,1755,830,689,452,237
231004,10,85,3,82,85,3,82,,,
231059,10,1370,581,789,1179,531,648,191,50,141
231068,10,640,161,479,584,148,436,56,13,43
231095,10,78,36,42,59,26,33,19,10,9
231147,10,690,225,465,533,181,352,157,44,113
231165,10,5136,2060,3076,2906,1363,1543,2230,697,1533
231174,10,14320,5224,9096,13095,4778,8317,1225,446,779
231280,10,73,3,70,56,3,53,17,0,17
231411,10,377,341,36,377,341,36,,,
231420,10,1378,637,741,1067,549,518,311,88,223
231536,10,3718,1483,2235,1065,518,547,2653,965,1688
231554,10,989,469,520,914,443,471,75,26,49
231581,10,1436,719,717,1422,715,707,14,4,10
231624,10,9762,3993,5769,8488,3542,4946,1274,451,823
231651,10,10168,3695,6473,4646,1743,2903,5522,1952,3570
231688,10,24,0,24,11,0,11,13,0,13
231697,10,3410,1469,1941,1057,503,554,2353,966,1387
231712,10,4503,2144,2359,4395,2094,2301,108,50,58
231785,10,1339,216,1123,713,181,532,626,35,591
231873,10,1002,415,587,307,154,153,695,261,434
231882,10,2489,990,1499,909,428,481,1580,562,1018
231970,10,1235,430,805,979,358,621,256,72,184
232016,10,8,5,3,1,0,1,7,5,2
232025,10,1364,580,784,1313,559,754,51,21,30
232043,10,1292,440,852,878,347,531,414,93,321
232052,10,720,291,429,211,84,127,509,207,302
232089,10,767,472,295,741,462,279,26,10,16
232186,10,39527,19242,20285,27965,13988,13977,11562,5254,6308
232195,10,8082,3121,4961,2257,966,1291,5825,2155,3670
232256,10,876,875,1,873,872,1,3,3,0
232265,10,3649,1177,2472,3390,1094,2296,259,83,176
232308,10,782,26,756,723,12,711,59,14,45
232414,10,7707,3169,4538,2556,1166,1390,5151,2003,3148
232423,10,22758,9658,13100,20409,8670,11739,2349,988,1361
232450,10,9023,3884,5139,2025,929,1096,6998,2955,4043
232557,10,103068,43390,59678,56661,23513,33148,46407,19877,26530
232566,10,4545,1323,3222,3149,937,2212,1396,386,1010
232575,10,5935,2366,3569,1908,856,1052,4027,1510,2517
232609,10,2592,924,1668,2160,803,1357,432,121,311
232618,10,212,24,188,31,3,28,181,21,160
232672,10,1792,406,1386,1392,344,1048,400,62,338
232681,10,3808,1398,2410,3089,1165,1924,719,233,486
232706,10,3667,1452,2215,2390,862,1528,1277,590,687
232724,10,20,2,18,20,2,18,,,
232788,10,2015,786,1229,928,391,537,1087,395,692
232797,10,824,221,603,416,152,264,408,69,339
232867,10,4156,2142,2014,1458,785,673,2698,1357,1341
232885,10,300,20,280,283,19,264,17,1,16
232919,10,514,450,64,417,366,51,97,84,13
232937,10,6045,2034,4011,5252,1774,3478,793,260,533
232946,10,53810,26022,27788,14008,7473,6535,39802,18549,21253
232982,10,22541,9940,12601,15350,6823,8527,7191,3117,4074
233019,10,1932,896,1036,1029,474,555,903,422,481
233037,10,1168,437,731,374,158,216,794,279,515
233082,10,91,7,84,25,2,23,66,5,61
233116,10,5174,2255,2919,1076,509,567,4098,1746,2352
233277,10,7531,2398,5133,5922,2022,3900,1609,376,1233
233286,10,153,23,130,91,17,74,62,6,56
233295,10,1523,696,827,1483,668,815,40,28,12
233301,10,634,241,393,612,229,383,22,12,10
233310,10,2767,1058,1709,615,232,383,2152,826,1326
233329,10,431,24,407,431,24,407,,,
233338,10,2598,1122,1476,815,358,457,1783,764,1019
233356,10,527,47,480,409,35,374,118,12,106
233374,10,3776,1668,2108,3408,1544,1864,368,124,244
233408,10,325,29,296,261,27,234,64,2,62
233426,10,1835,846,989,1779,818,961,56,28,28
233480,10,31,4,27,31,4,27,,,
233541,10,4343,1418,2925,2877,1101,1776,1466,317,1149
233602,10,74,41,33,65,37,28,9,4,5
233611,10,967,499,468,931,477,454,36,22,14
233639,10,3258,1182,2076,1057,347,710,2201,835,1366
233648,10,2288,855,1433,1081,437,644,1207,418,789
233666,10,25,3,22,12,2,10,13,1,12
233684,10,2382,766,1616,462,257,205,1920,509,1411
233718,10,464,0,464,461,0,461,3,0,3
233754,10,6127,2647,3480,1709,822,887,4418,1825,2593
233772,10,15912,6740,9172,4988,2257,2731,10924,4483,6441
233842,10,173,61,112,115,40,75,58,21,37
233897,10,1911,771,1140,1219,597,622,692,174,518
233903,10,2052,766,1286,718,309,409,1334,457,877
233921,10,38294,21719,16575,35433,20017,15416,2861,1702,1159
233949,10,6170,2708,3462,1606,756,850,4564,1952,2612
234030,10,28238,10018,18220,23412,8337,15075,4826,1681,3145
234076,10,25924,11660,14264,23325,10621,12704,2599,1039,1560
234085,10,1560,1356,204,1560,1356,204,,,
234119,10,118,48,70,81,29,52,37,19,18
234137,10,589,331,258,510,271,239,79,60,19
234155,10,5190,2083,3107,4810,1938,2872,380,145,235
234164,10,1662,821,841,1420,700,720,242,121,121
234173,10,1711,746,965,1214,531,683,497,215,282
234207,10,2277,1121,1156,2266,1110,1156,11,11,0
234377,10,2119,792,1327,822,284,538,1297,508,789
234669,10,11472,5098,6374,5981,2741,3240,5491,2357,3134
234696,10,1850,893,957,1136,623,513,714,270,444
234711,10,1786,745,1041,1307,577,730,479,168,311
234827,10,8796,4056,4740,7385,3435,3950,1411,621,790
234845,10,2335,946,1389,1456,629,827,879,317,562
234915,10,1970,790,1180,197,83,114,1773,707,1066
234924,10,288,37,251,288,37,251,,,
234933,10,7149,2871,4278,3922,1643,2279,3227,1228,1999
234951,10,3040,1176,1864,2032,969,1063,1008,207,801
234979,10,6729,3013,3716,3811,1536,2275,2918,1477,1441
235024,10,502,156,346,459,147,312,43,9,34
235088,10,279,265,14,279,265,14,,,
235097,10,10741,4283,6458,8883,3562,5321,1858,721,1137
235103,10,6028,2692,3336,2583,1234,1349,3445,1458,1987
235149,10,6211,2634,3577,3295,1460,1835,2916,1174,1742
235167,10,2320,883,1437,2039,781,1258,281,102,179
235237,10,7427,2766,4661,4892,1839,3053,2535,927,1608
235307,10,90,5,85,90,5,85,,,
235316,10,7306,3178,4128,6766,2971,3795,540,207,333
235334,10,1663,764,899,1026,461,565,637,303,334
235343,10,7361,3503,3858,4469,2220,2249,2892,1283,1609
235352,10,127,25,102,127,25,102,,,
235422,10,835,191,644,723,166,557,112,25,87
235431,10,5126,1924,3202,2812,1076,1736,2314,848,1466
235501,10,132,38,94,132,38,94,,,
235547,10,760,103,657,675,85,590,85,18,67
235671,10,3817,2250,1567,1918,1235,683,1899,1015,884
235699,10,3357,1367,1990,1641,744,897,1716,623,1093
235750,10,2412,753,1659,1271,428,843,1141,325,816
236018,10,26,22,4,6,4,2,20,18,2
236072,10,5017,1880,3137,1582,794,788,3435,1086,2349
236133,10,999,375,624,843,312,531,156,63,93
236188,10,5413,2361,3052,3297,1416,1881,2116,945,1171
236212,10,973,794,179,973,794,179,,,
236230,10,2737,973,1764,2538,889,1649,199,84,115
236258,10,1837,670,1167,895,348,547,942,322,620
236328,10,1914,782,1132,1855,770,1085,59,12,47
236382,10,3060,2067,993,1071,553,518,1989,1514,475
236452,10,1505,621,884,1265,515,750,240,106,134
236504,10,5295,3805,1490,1376,838,538,3919,2967,952
236513,10,5210,2242,2968,2876,1268,1608,2334,974,1360
236577,10,2659,850,1809,2249,713,1536,410,137,273
236595,10,7182,2636,4546,5650,2047,3603,1532,589,943
236610,10,4460,1847,2613,2017,973,1044,2443,874,1569
236638,10,4098,1843,2255,2128,940,1188,1970,903,1067
236656,10,4252,1732,2520,2628,1146,1482,1624,586,1038
236692,10,6286,2799,3487,3565,1524,2041,2721,1275,1446
236708,10,3903,1593,2310,2627,1140,1487,1276,453,823
236744,10,64,3,61,64,3,61,,,
236753,10,5771,2041,3730,3506,1332,2174,2265,709,1556
236887,10,2982,1573,1409,1778,878,900,1204,695,509
236896,10,1397,677,720,1261,628,633,136,49,87
236939,10,26490,12183,14307,22494,10397,12097,3996,1786,2210
236948,10,55620,28242,27378,43118,18531,24587,12502,9711,2791
236975,10,2819,1084,1735,1922,743,1179,897,341,556
237011,10,14651,6160,8491,13009,5389,7620,1642,771,871
237039,10,3490,1538,1952,1744,793,951,1746,745,1001
237057,10,1544,667,877,1497,644,853,47,23,24
237066,10,2345,993,1352,2101,919,1182,244,74,170
237109,10,3523,1139,2384,2288,763,1525,1235,376,859
237127,10,43,2,41,43,2,41,,,
237136,10,218,119,99,160,90,70,58,29,29
237145,10,16,1,15,16,1,15,,,
237172,10,99,62,37,87,55,32,12,7,5
237181,10,671,398,273,663,395,268,8,3,5
237215,10,1270,499,771,944,398,546,326,101,225
237242,10,26,25,1,23,22,1,3,3,0
237303,10,54,15,39,54,15,39,,,
237312,10,2758,1684,1074,1669,807,862,1089,877,212
237321,10,58,4,54,58,4,54,,,
237330,10,1798,697,1101,1487,603,884,311,94,217
237358,10,683,301,382,672,299,373,11,2,9
237367,10,3307,1410,1897,2433,1119,1314,874,291,583
237385,10,1633,818,815,985,518,467,648,300,348
237437,10,209,47,162,193,44,149,16,3,13
237473,10,137,96,41,137,96,41,,,
237491,10,28,7,21,28,7,21,,,
237525,10,11027,4458,6569,8362,3466,4896,2665,992,1673
237543,10,102,34,68,65,14,51,37,20,17
237561,10,48,21,27,48,21,27,,,
237570,10,74,3,71,74,3,71,,,
237686,10,2584,965,1619,1198,433,765,1386,532,854
237701,10,1143,473,670,866,381,485,277,92,185
237729,10,147,49,98,94,13,81,53,36,17
237783,10,894,385,509,819,350,469,75,35,40
237792,10,3318,1243,2075,2322,904,1418,996,339,657
237817,10,1461,443,1018,960,313,647,501,130,371
237844,10,119,68,51,119,68,51,,,
237880,10,795,385,410,795,385,410,,,
237899,10,3458,1415,2043,1363,609,754,2095,806,1289
237905,10,61,12,49,61,12,49,,,
237932,10,2348,891,1457,1770,659,1111,578,232,346
237950,10,1448,733,715,944,567,377,504,166,338
237969,10,991,492,499,954,475,479,37,17,20
237987,10,317,49,268,317,49,268,,,
237996,10,584,80,504,584,80,504,,,
238005,10,86,9,77,86,9,77,,,
238014,10,1263,453,810,542,226,316,721,227,494
238032,10,24200,11385,12815,21227,10100,11127,2973,1285,1688
238078,10,748,463,285,627,414,213,121,49,72
238096,10,28,1,27,28,1,27,,,
238175,10,104,3,101,104,3,101,,,
238193,10,1719,150,1569,1215,91,1124,504,59,445
238263,10,13281,6146,7135,3633,1877,1756,9648,4269,5379
238324,10,836,153,683,334,42,292,502,111,391
238333,10,948,459,489,916,445,471,32,14,18
238397,10,2894,1018,1876,661,278,383,2233,740,1493
238458,10,3176,1033,2143,2857,921,1936,319,112,207
238476,10,2771,1231,1540,2688,1188,1500,83,43,40
238616,10,5063,2001,3062,2779,1103,1676,2284,898,1386
238661,10,2001,606,1395,1602,482,1120,399,124,275
238722,10,10995,6079,4916,1952,1053,899,9043,5026,4017
238759,10,10134,4867,5267,1230,588,642,8904,4279,4625
238810,10,75,8,67,43,2,41,32,6,26
238980,10,2786,1172,1614,810,403,407,1976,769,1207
239008,10,2981,1556,1425,346,200,146,2635,1356,1279
239017,10,1410,655,755,1389,643,746,21,12,9
239071,10,977,423,554,475,192,283,502,231,271
239080,10,1319,425,894,944,342,602,375,83,292
239105,10,11373,4862,6511,9794,4139,5655,1579,723,856
239169,10,1661,667,994,1550,632,918,111,35,76
239220,10,2918,1294,1624,687,300,387,2231,994,1237
239248,10,13190,5308,7882,3213,1548,1665,9977,3760,6217
239309,10,885,186,699,870,180,690,15,6,9
239318,10,2834,2031,803,2579,1847,732,255,184,71
239372,10,3532,1562,1970,819,412,407,2713,1150,1563
239390,10,1224,55,1169,824,11,813,400,44,356
239424,10,125,101,24,88,74,14,37,27,10
239442,10,1206,449,757,132,55,77,1074,394,680
239460,10,5838,2382,3456,1157,524,633,4681,1858,2823
239488,10,10815,4749,6066,2300,1193,1107,8515,3556,4959
239512,10,485,225,260,450,210,240,35,15,20
239628,10,734,400,334,720,394,326,14,6,8
239637,10,153,137,16,124,124,0,29,13,16
239716,10,2165,968,1197,1746,787,959,419,181,238
239877,10,44,0,44,36,0,36,8,0,8
239910,10,2717,1158,1559,502,204,298,2215,954,1261
240107,10,2301,559,1742,1687,447,1240,614,112,502
240116,10,8198,3761,4437,2075,1009,1066,6123,2752,3371
240125,10,7757,4251,3506,1763,984,779,5994,3267,2727
240170,10,3906,1784,2122,1613,850,763,2293,934,1359
240189,10,11519,5628,5891,8871,4477,4394,2648,1151,1497
240198,10,2668,1064,1604,888,402,486,1780,662,1118
240213,10,76,15,61,35,7,28,41,8,33
240268,10,9991,3943,6048,8562,3334,5228,1429,609,820
240277,10,10326,3958,6368,5297,1987,3310,5029,1971,3058
240329,10,10299,4318,5981,9209,3865,5344,1090,453,637
240338,10,1094,508,586,987,472,515,107,36,71
240365,10,13761,5591,8170,6970,2861,4109,6791,2730,4061
240374,10,4008,1760,2248,2625,1185,1440,1383,575,808
240392,10,4238,627,3611,2347,382,1965,1891,245,1646
240417,10,6951,3712,3239,5232,2957,2275,1719,755,964
240426,10,2726,889,1837,1699,629,1070,1027,260,767
240444,10,49605,23279,26326,44928,20963,23965,4677,2316,2361
240453,10,22481,9762,12719,17508,7693,9815,4973,2069,2904
240462,10,6696,4042,2654,5517,3436,2081,1179,606,573
240471,10,5064,1842,3222,4022,1417,2605,1042,425,617
240480,10,8109,3406,4703,6672,2941,3731,1437,465,972
240505,10,3400,1491,1909,1419,554,865,1981,937,1044
240514,10,2106,935,1171,622,250,372,1484,685,799
240596,10,1418,576,842,411,158,253,1007,418,589
240620,10,4008,1487,2521,1477,536,941,2531,951,1580
240657,10,1379,576,803,650,279,371,729,297,432
240666,10,3298,1394,1904,1237,515,722,2061,879,1182
240693,10,2464,999,1465,765,345,420,1699,654,1045
240709,10,38,4,34,30,4,26,8,0,8
240718,10,1206,1103,103,1206,1103,103,,,
240727,10,10913,4914,5999,8447,3952,4495,2466,962,1504
240736,10,909,277,632,530,156,374,379,121,258
240745,10,1450,618,832,601,240,361,849,378,471
240754,10,2895,1186,1709,2052,840,1212,843,346,497
240790,10,1253,467,786,915,336,579,338,131,207
240879,10,132,31,101,132,31,101,,,
241146,10,231,66,165,230,66,164,1,0,1
241182,10,348,70,278,348,70,278,,,
241191,10,886,339,547,710,258,452,176,81,95
241216,10,1600,965,635,1171,676,495,429,289,140
241225,10,783,258,525,547,199,348,236,59,177
241304,10,2810,757,2053,1966,555,1411,844,202,642
241331,10,2534,394,2140,2141,331,1810,393,63,330
241377,10,929,320,609,613,235,378,316,85,231
241386,10,146,32,114,79,20,59,67,12,55
241395,10,647,173,474,408,114,294,239,59,180
241410,10,5562,1898,3664,4436,1522,2914,1126,376,750
241517,10,178,49,129,164,46,118,14,3,11
241614,10,301,164,137,84,50,34,217,114,103
241720,10,542,214,328,385,147,238,157,67,90
241739,10,5986,1980,4006,4226,1409,2817,1760,571,1189
241766,10,339,229,110,198,142,56,141,87,54
241793,10,362,184,178,224,116,108,138,68,70
241836,10,1007,286,721,502,156,346,505,130,375
241906,10,237,82,155,237,82,155,,,
241951,10,497,114,383,352,76,276,145,38,107
242042,10,297,188,109,265,166,99,32,22,10
242112,10,460,185,275,386,169,217,74,16,58
242121,10,207,80,127,91,32,59,116,48,68
242130,10,348,84,264,283,64,219,65,20,45
242149,10,429,105,324,358,83,275,71,22,49
242556,10,262,174,88,250,164,86,12,10,2
242583,10,190,142,48,150,109,41,40,33,7
242617,10,3163,1436,1727,2589,1186,1403,574,250,324
242626,10,3295,1313,1982,2742,1084,1658,553,229,324
242635,10,2694,935,1759,2120,753,1367,574,182,392
242644,10,1012,358,654,824,292,532,188,66,122
242653,10,4360,1673,2687,3085,1147,1938,1275,526,749
242662,10,3130,1139,1991,2329,869,1460,801,270,531
242680,10,1288,502,786,1005,401,604,283,101,182
242699,10,1776,577,1199,1481,489,992,295,88,207
242705,10,3535,2000,1535,2888,1615,1273,647,385,262
242723,10,693,252,441,369,135,234,324,117,207
242820,10,495,350,145,495,350,145,,,
242945,10,197,89,108,158,66,92,39,23,16
242954,10,64,25,39,46,14,32,18,11,7
242972,10,27423,9320,18103,16307,5785,10522,11116,3535,7581
243081,10,886,319,567,878,317,561,8,2,6
243106,10,1894,896,998,1720,800,920,174,96,78
243115,10,2831,1107,1724,2629,1029,1600,202,78,124
243133,10,2967,1471,1496,2573,1291,1282,394,180,214
243142,10,2428,850,1578,1935,667,1268,493,183,310
243151,10,2218,711,1507,1952,626,1326,266,85,181
243179,10,2611,875,1736,2327,773,1554,284,102,182
243188,10,317,156,161,285,140,145,32,16,16
243197,10,10716,5888,4828,9472,5188,4284,1244,700,544
243203,10,1950,617,1333,1843,587,1256,107,30,77
243212,10,2319,1081,1238,2128,995,1133,191,86,105
243221,10,11493,4427,7066,9491,3570,5921,2002,857,1145
243346,10,5223,1979,3244,3627,1390,2237,1596,589,1007
243443,10,4660,1600,3060,3557,1241,2316,1103,359,744
243498,10,127,76,51,60,38,22,67,38,29
243568,10,558,204,354,545,203,342,13,1,12
243577,10,4390,3067,1323,2123,1451,672,2267,1616,651
243586,10,706,238,468,541,193,348,165,45,120
243601,10,9718,3678,6040,7102,2605,4497,2616,1073,1543
243638,10,1740,685,1055,1247,484,763,493,201,292
243647,10,387,168,219,230,111,119,157,57,100
243665,10,1739,523,1216,1083,343,740,656,180,476
243744,10,18446,9650,8796,17212,8842,8370,1234,808,426
243780,10,52905,30659,22246,44479,25679,18800,8426,4980,3446
243799,10,38,2,36,38,2,36,,,
243823,10,2196,954,1242,1924,859,1065,272,95,177
243832,10,1375,372,1003,722,189,533,653,183,470
243841,10,480,85,395,399,69,330,81,16,65
244233,10,275,72,203,269,71,198,6,1,5
244279,10,144,7,137,144,7,137,,,
244437,10,15522,6126,9396,5914,2538,3376,9608,3588,6020
244446,10,2977,1144,1833,763,396,367,2214,748,1466
244613,10,363,348,15,215,208,7,148,140,8
245281,10,110,59,51,110,59,51,,,
245625,10,3342,1523,1819,682,313,369,2660,1210,1450
245652,10,447,237,210,396,213,183,51,24,27
245777,10,95,95,0,92,92,0,3,3,0
245838,10,888,249,639,783,225,558,105,24,81
245847,10,284,72,212,228,52,176,56,20,36
245865,10,967,181,786,724,136,588,243,45,198
245883,10,800,132,668,506,84,422,294,48,246
245892,10,434,86,348,292,55,237,142,31,111
245953,10,2183,710,1473,1222,435,787,961,275,686
245962,10,283,20,263,274,18,256,9,2,7
245980,10,48,6,42,48,6,42,,,
245999,10,2595,1298,1297,384,167,217,2211,1131,1080
246017,10,1045,593,452,160,121,39,885,472,413
246035,10,295,145,150,295,145,150,,,
246071,10,76,2,74,76,2,74,,,
246354,10,10908,4340,6568,2263,869,1394,8645,3471,5174
246415,10,47,0,47,14,0,14,33,0,33
246460,10,93,10,83,93,10,83,,,
246789,10,127,85,42,31,20,11,96,65,31
246813,10,4169,1508,2661,714,327,387,3455,1181,2274
246895,10,477,197,280,225,83,142,252,114,138
246974,10,401,52,349,401,52,349,,,
247010,10,48,0,48,48,0,48,,,
247047,10,102,2,100,102,2,100,,,
247065,10,612,43,569,308,25,283,304,18,286
247153,10,203,50,153,203,50,153,,,
247162,10,63,29,34,36,18,18,27,11,16
247409,10,73,0,73,73,0,73,,,
247603,10,2220,1264,956,1348,834,514,872,430,442
247649,10,650,390,260,392,248,144,258,142,116
247773,10,71,71,0,71,71,0,,,
247834,10,37772,17206,20566,12121,6288,5833,25651,10918,14733
247940,10,4694,2096,2598,1499,649,850,3195,1447,1748
248192,10,25,0,25,25,0,25,,,
248527,10,94,1,93,94,1,93,,,
248606,10,1242,682,560,159,67,92,1083,615,468
248624,10,69,11,58,69,11,58,,,
248633,10,51,3,48,51,3,48,,,
248660,10,113,31,82,107,31,76,6,0,6
248703,10,265,4,261,91,2,89,174,2,172
248925,10,1171,798,373,608,364,244,563,434,129
248934,10,11745,4895,6850,11622,4808,6814,123,87,36
249061,10,57,1,56,28,1,27,29,0,29
249238,10,314,11,303,213,3,210,101,8,93
249609,10,159,104,55,159,104,55,,,
250027,10,397,93,304,390,92,298,7,1,6
250285,10,339,303,36,232,204,28,107,99,8
250744,10,443,81,362,443,81,362,,,
250902,10,89,7,82,52,5,47,37,2,35
250993,10,518,271,247,36,6,30,482,265,217
251260,10,4673,2042,2631,2405,1186,1219,2268,856,1412
251312,10,509,84,425,349,66,283,160,18,142
260336,10,17,1,16,17,1,16,,,
260363,10,19,1,18,19,1,18,,,
260372,10,234,49,185,81,14,67,153,35,118
260664,10,222,162,60,222,162,60,,,
260691,10,721,192,529,721,192,529,,,
260789,10,598,123,475,598,123,475,,,
260813,10,215,25,190,215,25,190,,,
260929,10,179,25,154,178,25,153,1,0,1
260965,10,101,2,99,101,2,99,,,
260992,10,464,20,444,183,5,178,281,15,266
261436,10,822,53,769,822,53,769,,,
261676,10,26,2,24,26,2,24,,,
261685,10,33,0,33,33,0,33,,,
261719,10,205,4,201,205,4,201,,,
261773,10,35,6,29,34,5,29,1,1,0
262031,10,5902,2416,3486,3157,1387,1770,2745,1029,1716
262086,10,9069,2636,6433,3777,1136,2641,5292,1500,3792
262129,10,732,314,418,716,306,410,16,8,8
262165,10,47,27,20,31,15,16,16,12,4
262341,10,637,547,90,637,547,90,,,
262369,10,71,0,71,71,0,71,,,
262457,10,481,62,419,481,62,419,,,
262466,10,24,10,14,24,10,14,,,
362700,10,246,21,225,236,19,217,10,2,8
363013,10,28,2,26,28,2,26,,,
363147,10,410,8,402,410,8,402,,,
363165,10,1337,728,609,382,218,164,955,510,445
363633,10,757,296,461,263,114,149,494,182,312
363679,10,244,6,238,218,6,212,26,0,26
363712,10,77,77,0,77,77,0,,,
363882,10,81,0,81,81,0,81,,,
363907,10,607,315,292,375,205,170,232,110,122
363916,10,215,58,157,143,42,101,72,16,56
363934,10,960,746,214,465,359,106,495,387,108
364016,10,5880,2571,3309,1552,837,715,4328,1734,2594
364025,10,14725,7130,7595,3584,1911,1673,11141,5219,5922
364548,10,152,51,101,108,27,81,44,24,20
364575,10,11,0,11,11,0,11,,,
364627,10,410,201,209,86,22,64,324,179,145
364636,10,217,42,175,180,41,139,37,1,36
364760,10,45,3,42,27,1,26,18,2,16
364946,10,352,155,197,85,28,57,267,127,140
364964,10,21,2,19,21,2,19,,,
365091,10,260,23,237,260,23,237,,,
365125,10,173,5,168,173,5,168,,,
365198,10,694,364,330,52,8,44,642,356,286
365213,10,432,222,210,114,34,80,318,188,130
365240,10,22,16,6,22,16,6,,,
365374,10,2026,1091,935,418,184,234,1608,907,701
365383,10,102,8,94,102,8,94,,,
365480,10,896,492,404,117,28,89,779,464,315
365505,10,21,0,21,21,0,21,,,
365693,10,167,1,166,167,1,166,,,
365763,10,32,2,30,32,2,30,,,
365824,10,109,5,104,109,5,104,,,
365833,10,112,6,106,112,6,106,,,
366003,10,355,149,206,168,53,115,187,96,91
